ticker,name,sicsector,sicindustry,famaindustry,sector,industry,location
BGPTQ,Bearingpoint Inc,Services,Services-Management Consulting Services,Business Services,Industrials,Business Services,Virginia U.S.A
BGRH,Berger Holdings Ltd,Manufacturing,Sheet Metal Work,Fabricated Products,,None,Pennsylvania U.S.A
BGS,B&G Foods Inc,Manufacturing,Food And Kindred Products,Food Products,Consumer Defensive,Packaged Foods,New Jersey U.S.A
BGSF,BG Staffing Inc,Services,Services-Help Supply Services,Business Services,Industrials,Staffing & Outsourcing Services,Texas U.S.A
BGST,Bigstar Entertainment Inc,Retail Trade,Retail-Catalog & Mail-Order Houses,Retail,Consumer Cyclical,Specialty Retail,New York U.S.A
BH,Biglari Holdings Inc,Retail Trade,Retail-Eating  Places,Restaraunts Hotels Motels,Consumer Cyclical,Restaurants,Texas U.S.A
BH1,Bristol Hotels & Resorts,Services,Hotels & Motels,Restaraunts Hotels Motels,Consumer Cyclical,Resorts & Casinos,Texas U.S.A
BHA1,Biscayne Apparel Inc,Manufacturing,Women'S Misses' And Juniors Outerwear,Apparel,Consumer Cyclical,Apparel Stores,New Jersey U.S.A
BHAC,Barington/Hilco Acquisition Corp,Finance Insurance And Real Estate,Blank Checks,Trading,Industrials,Conglomerates,New York U.S.A
BHAG,Bha Group Inc,Manufacturing,Industrial & Commercial Fans & Blowers & Air Purifing Equip,Machinery,Industrials,Pollution & Treatment Controls,Missouri U.S.A
BHB,Bar Harbor Bankshares,Finance Insurance And Real Estate,State Commercial Banks,Banking,Financial Services,Banks - Regional - US,Maine U.S.A
BHBCQ,Beverly Hills Bancorp Inc,Finance Insurance And Real Estate,State Commercial Banks,Banking,Financial Services,Banks - Regional - US,California U.S.A
BHBK,Blue Hills Bancorp Inc,Finance Insurance And Real Estate,State Commercial Banks,Banking,Financial Services,Banks - Regional - US,Massachusetts U.S.A
BHC,Bausch Health Companies Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Drug Manufacturers - Specialty & Generic,Quebec Canada
BHCA,Bhc Communications Inc,Transportation Communications Electric Gas And Sanitary Service,Television Broadcasting Stations,Communication,Consumer Cyclical,Broadcasting - TV,New York U.S.A
BHE,Benchmark Electronics Inc,Manufacturing,Printed Circuit Boards,Electronic Equipment,Technology,Contract Manufacturers,Texas U.S.A
BHF,Brighthouse Financial Inc,Finance Insurance And Real Estate,Life Insurance,Insurance,Financial Services,Insurance - Life,North Carolina U.S.A
BHGE,Baker Hughes a GE Co,Manufacturing,Oil & Gas Field Machinery & Equipment,Machinery,Energy,Oil & Gas Equipment & Services,Texas U.S.A
BHI,Baker Hughes Inc,Manufacturing,Oil & Gas Field Machinery & Equipment,Machinery,Energy,Oil & Gas Equipment & Services,Texas U.S.A
BHLB,Berkshire Hills Bancorp Inc,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,Banking,Financial Services,Banks - Regional - US,Massachusetts U.S.A
BHODQ,B Plus H Ocean Carriers Ltd,Transportation Communications Electric Gas And Sanitary Service,Water Transportation,Transportation,Industrials,Shipping & Ports,Bermuda
BHP,BHP Group Ltd,Mining,Metal Mining,Non-Metallic and Industrial Metal Mining,Basic Materials,Industrial Metals & Minerals,Australia
BHQU,Brake Headquarters U S A Inc,Wholesale Trade,Wholesale-Motor Vehicle Supplies & New Parts,Wholesale,Consumer Cyclical,Specialty Retail,New Jersey U.S.A
BHR,Braemar Hotels & Resorts Inc,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,REIT - Hotel & Motel,Texas U.S.A
BHS,Brookfield Homes Corp,Construction,General Bldg Contractors - Residential Bldgs,Construction,Consumer Cyclical,Residential Construction,Virginia U.S.A
BHTG,Biohitech Global Inc,Services,Services-Educational Services,Personal Services,Industrials,Pollution & Treatment Controls,New York U.S.A
BHVN,Biohaven Pharmaceutical Holding Co Ltd,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Connecticut U.S.A
BHWK,Black Hawk Gaming & Development Co Inc,Services,Services-Miscellaneous Amusement & Recreation,Entertainment,Consumer Cyclical,Leisure,Colorado U.S.A
BIAC,Bi Inc,Services,Services-Miscellaneous Business Services,Business Services,Industrials,Security & Protection Services,Colorado U.S.A
BIB1,Bibb Co,Manufacturing,Broadwoven Fabric Mills Cotton,Textiles,Consumer Cyclical,Apparel Manufacturing,Georgia U.S.A
BICO1,Biocontrol Technology Inc,,,,Technology,Software - Application,Ireland
BICX,BioCorRx Inc,Services,Services-Specialty Outpatient Facilities Nec,Healthcare,Healthcare,Medical Care,California U.S.A
BID,Sothebys,Services,Services-Business Services Nec,Business Services,Consumer Cyclical,Specialty Retail,New York U.S.A
BIDU,Baidu Inc,Services,Services-Computer Programming Data Processing Etc.,Business Services,Technology,Internet Content & Information,China
BIDZ,Bidzcom Inc,Services,Services-Business Services Nec,Business Services,Industrials,Business Services,California U.S.A
BIEI,Premier Biomedical Inc,Manufacturing,Biological Products (No Disgnostic Substances),Pharmaceutical Products,Healthcare,Biotechnology,Texas U.S.A
BIG,Big Lots Inc,Retail Trade,Retail-Variety Stores,Retail,Consumer Defensive,Discount Stores,Ohio U.S.A
BIGC,Big City Bagels Inc,Retail Trade,Retail-Eating  Places,Restaraunts Hotels Motels,Consumer Cyclical,Restaurants,New York U.S.A
BIGT,Pinnacle Holdings Inc,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,REIT - Diversified,Florida U.S.A
BIGX,Excelsior Henderson Motorcycle Manufacturing Co,Manufacturing,Motorcycles Bicycles & Parts,Consumer Goods,Consumer Cyclical,Recreational Vehicles,Minnesota U.S.A
BIIB,Biogen Inc,Manufacturing,Biological Products (No Disgnostic Substances),Pharmaceutical Products,Healthcare,Biotechnology,Massachusetts U.S.A
BIKEQ,Cannondale Corp,Manufacturing,Motorcycles Bicycles & Parts,Consumer Goods,Consumer Cyclical,Recreational Vehicles,Connecticut U.S.A
BIKR1,Ultra Motorcycle Co,Manufacturing,Motorcycles Bicycles & Parts,Consumer Goods,Consumer Cyclical,Recreational Vehicles,California U.S.A
BILI,Bilibili Inc,Services,Services-Computer Processing & Data Preparation,Business Services,Technology,Internet Content & Information,China
BIMC,Biomune Systems Inc,Manufacturing,Biological Products (No Disgnostic Substances),Pharmaceutical Products,Healthcare,Biotechnology,Illinois U.S.A
BIMI,NF Energy Saving Corp,Manufacturing,Miscellaneous Fabricated Metal Products,Construction Materials,Industrials,Diversified Industrials,China
BINDQ,BIND Therapeutics Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Massachusetts U.S.A
BINX,Bionx Implants Inc,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Medical Devices,Pennsylvania U.S.A
BIO,Bio-Rad Laboratories Inc,Manufacturing,Laboratory Analytical Instruments,Measuring and Control Equipment,Healthcare,Diagnostics & Research,California U.S.A
BIOA,BioAmber Inc,Manufacturing,Industrial Organic Chemicals,Chemicals,Basic Materials,Specialty Chemicals,Minnesota U.S.A
BIOC,Biocept Inc,Services,Services-Medical Laboratories,Healthcare,Healthcare,Diagnostics & Research,California U.S.A
BIOC1,Bioclinica Inc,Services,Services-Testing Laboratories,Business Services,Healthcare,Diagnostics & Research,Pennsylvania U.S.A
BIOI,Biosource International Inc,Manufacturing,In Vitro & In Vivo Diagnostic Substances,Pharmaceutical Products,Healthcare,Diagnostics & Research,California U.S.A
BIOL,Biolase Inc,Manufacturing,Dental Equipment & Supplies,Medical Equipment,Healthcare,Medical Instruments & Supplies,California U.S.A
BIORY,Biora Ab,Wholesale Trade,Wholesale-Medical Dental & Hospital Equipment & Supplies,Wholesale,Healthcare,Medical Distribution,Sweden
BIOS,BioScrip Inc,Services,Services-Home Health Care Services,Healthcare,Healthcare,Medical Care,Colorado U.S.A
BIOV,Bioveris Corp,Manufacturing,Laboratory Analytical Instruments,Measuring and Control Equipment,Healthcare,Diagnostics & Research,Maryland U.S.A
BIOX,Bioceres Crop Solutions Corp,Manufacturing,Agricultural Chemicals,Chemicals,Basic Materials,Agricultural Inputs,Cayman Islands
BIP,Brookfield Infrastructure Partners LP,Transportation Communications Electric Gas And Sanitary Service,Water Transportation,Transportation,Utilities,Utilities - Diversified,Bermuda
BIPL,Biopool International Inc,Manufacturing,Laboratory Analytical Instruments,Measuring and Control Equipment,Healthcare,Diagnostics & Research,California U.S.A
BIQI,Renmin Tianli Group Inc,Agriculture Forestry And Fishing,Agricultural Prod-Livestock & Animal Specialties,Agriculture,Consumer Defensive,Farm Products,China
BIR,Birmingham Steel Corp,Manufacturing,Steel Works Blast Furnaces & Rolling Mills (Coke Ovens),Steel Works Etc,Basic Materials,Steel,Alabama U.S.A
BIRT,Actuate Corp,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,California U.S.A
BITA,Bitauto Holdings Ltd,Services,Services-Computer Processing & Data Preparation,Business Services,Technology,Internet Content & Information,China
BITI,Biotie Therapies Corp,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Finland
BITS,Bitstream Inc,Services,Services-Computer Programming Services,Business Services,Technology,Software - Application,Massachusetts U.S.A
BIVN,Bioenvision Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,New York U.S.A
BIVV,Bioverativ Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Massachusetts U.S.A
BIW,Biw Ltd,Transportation Communications Electric Gas And Sanitary Service,Water Supply,Utilities,Utilities,Utilities - Regulated Water,Connecticut U.S.A
BIZZ1,Biznessonline Com Inc,Services,Services-Computer Integrated Systems Design,Computers,Technology,Software - Application,New Jersey U.S.A
BJ,BJ's Wholesale Club Holdings Inc,Retail Trade,Retail-Variety Stores,Retail,Consumer Cyclical,Specialty Retail,Massachusetts U.S.A
BJ1,Bjs Wholesale Club Inc,Retail Trade,Retail-Variety Stores,Retail,Consumer Defensive,Discount Stores,Massachusetts U.S.A
BJCT,Bioject Medical Technologies Inc,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Medical Devices,Oregon U.S.A
BJGP,BMP Sunstone CORP,Wholesale Trade,Wholesale-Drugs Proprietaries & Druggists' Sundries,Wholesale,Healthcare,Medical Distribution,Pennsylvania U.S.A
BJICA,Ben & Jerrys Homemade Inc,Manufacturing,Ice Cream & Frozen Desserts,Food Products,Consumer Defensive,Packaged Foods,Vermont U.S.A
BJRI,BJs RESTAURANTS INC,Retail Trade,Retail-Eating  Places,Restaraunts Hotels Motels,Consumer Cyclical,Restaurants,California U.S.A
BJS,Bj Services Co,Mining,Oil & Gas Field Services Nec,Petroleum and Natural Gas,Energy,Oil & Gas Equipment & Services,Texas U.S.A
BK,Bank of New York Mellon Corp,Finance Insurance And Real Estate,State Commercial Banks,Banking,Financial Services,Asset Management,New York U.S.A
BKB,Bankboston Corp,Finance Insurance And Real Estate,National Commercial Banks,Banking,Financial Services,Banks - Regional - US,Massachusetts U.S.A
BKBK,Britton & Koontz Capital Corp,Finance Insurance And Real Estate,National Commercial Banks,Banking,Financial Services,Banks - Regional - US,Mississippi U.S.A
BKC1,Burger King Holdings Inc,Retail Trade,Retail-Eating  Places,Restaraunts Hotels Motels,Consumer Cyclical,Restaurants,Florida U.S.A
BKCC,BlackRock Capital Investment Corp,Finance Insurance And Real Estate,Short-Term Business Credit Institutions,Banking,Financial Services,Asset Management,New York U.S.A
BKCT,Dts8 Coffee Company Ltd,Wholesale Trade,Wholesale-Groceries General Line,Wholesale,Consumer Defensive,Food Distribution,China
BKCT1,Bancorp Connecticut Inc,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,Banking,Financial Services,Savings & Cooperative Banks,Connecticut U.S.A
BKD,Brookdale Senior Living Inc,Services,Services-Nursing & Personal Care Facilities,Healthcare,Healthcare,Long-Term Care Facilities,Tennessee U.S.A
BKE,Buckle Inc,Retail Trade,Retail-Family Clothing Stores,Retail,Consumer Cyclical,Apparel Stores,Nebraska U.S.A
BKEP,Blueknight Energy Partners LP,Transportation Communications Electric Gas And Sanitary Service,Pipe Lines (No Natural Gas),Transportation,Energy,Oil & Gas Midstream,Oklahoma U.S.A
BKFR,Bankfirst Corp,Finance Insurance And Real Estate,National Commercial Banks,Banking,Financial Services,Banks - Regional - US,Tennessee U.S.A
BKGMF,BankGuam Holding Co,Finance Insurance And Real Estate,Commercial Banks Nec,Banking,Financial Services,Banks - Global,Guam
BKH,Black Hills Corp,Transportation Communications Electric Gas And Sanitary Service,Electric Services,Utilities,Utilities,Utilities - Diversified,South Dakota U.S.A
BKI,Black Knight Inc,Services,Services-Prepackaged Software,Business Services,Technology,Software - Infrastructure,Florida U.S.A
BKI1,Buckeye Technologies Inc,Manufacturing,Pulp Mills,Business Supplies,Basic Materials,Paper & Paper Products,Tennessee U.S.A
BKJ,Bancorp of New Jersey Inc,Finance Insurance And Real Estate,State Commercial Banks,Banking,Financial Services,Savings & Cooperative Banks,New Jersey U.S.A
BKKN,Bakken Resources Inc,Mining,Crude Petroleum & Natural Gas,Petroleum and Natural Gas,Energy,Oil & Gas E&P,Montana U.S.A
BKMU,Bank Mutual Corp,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Banks - Regional - US,Wisconsin U.S.A
BKNG,Booking Holdings Inc,Services,Services-Business Services Nec,Business Services,Consumer Cyclical,Leisure,Connecticut U.S.A
BKR,Michael Baker Corp,Services,Services-Management Services,Business Services,Technology,Health Information Services,Pennsylvania U.S.A
BKRSQ,Bakers Footwear Group Inc,Retail Trade,Retail-Shoe Stores,Retail,Consumer Cyclical,Apparel Stores,Missouri U.S.A
BKS,Barnes & Noble Inc,Retail Trade,Retail-Miscellaneous Shopping Goods Stores,Retail,Consumer Cyclical,Specialty Retail,New York U.S.A
BKSC,Bank Of South Carolina Corp,Finance Insurance And Real Estate,State Commercial Banks,Banking,Financial Services,Banks - Regional - US,South Carolina U.S.A
BKST,Brookstone Inc,Retail Trade,Retail-Retail Stores Nec,Retail,Consumer Cyclical,Specialty Retail,New Hampshire U.S.A
BKTI,BK Technologies Inc,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,Electronic Equipment,Technology,Communication Equipment,Florida U.S.A
BKU,BankUnited Inc,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Banks - Regional - US,Florida U.S.A
BKUNA,Bankunited Financial Corp,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Banks - Regional - US,Florida U.S.A
BKW,Burger King Worldwide Inc,Retail Trade,Retail-Eating  Places,Restaraunts Hotels Motels,Consumer Cyclical,Restaurants,Florida U.S.A
BKYF,Bank Of Kentucky Financial Corp,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Banks - Regional - US,Kentucky U.S.A
BKYI,Bio Key International Inc,Manufacturing,Computer Communications Equipment,Computers,Industrials,Security & Protection Services,New Jersey U.S.A
BL,Blackline Inc,Services,Services-Prepackaged Software,Business Services,Technology,Software - Infrastructure,California U.S.A
BL1,Blair Corp,Retail Trade,Retail-Catalog & Mail-Order Houses,Retail,Consumer Cyclical,Specialty Retail,Pennsylvania U.S.A
BLBD,Blue Bird Corp,Manufacturing,Truck & Bus Bodies,Automobiles and Trucks,Consumer Cyclical,Auto Manufacturers,Georgia U.S.A
BLBX,Blackboxstocks Inc,Wholesale Trade,Wholesale-Drugs Proprietaries & Druggists' Sundries,Wholesale,Healthcare,Medical Distribution,Texas U.S.A
BLC,Belo Corp,Transportation Communications Electric Gas And Sanitary Service,Television Broadcasting Stations,Communication,Consumer Cyclical,Broadcasting - TV,Texas U.S.A
